9729
151	6	40
1393	15	40
26	27	41
1109	3981	41
1096	180	40
112	3975	48
1109	85	47
1345	15	40
1482	468	44
788	128	40
558	783	46
271	253	44
1460	986	42
267	80	52
739	8	40
975	180	40
1086	8	40
659	1348	39
711	6	40
268	85	47
201	128	40
473	174	56
1620	6	40
1687	15	40
2034	589	55
155	156	50
116	1663	50
624	4013	48
1002	1807	50
863	1262	39
484	882	44
1025	1026	46
1925	1926	46
744	1932	46
1680	38	40
639	85	47
1190	221	49
903	1898	53
1006	180	40
1801	482	49
1309	6	40
1425	8	40
844	1411	49
619	72	40
583	85	47
394	1455	46
1509	1220	39
130	1166	46
3975	1019	51
21	31	40
291	1083	50
1923	1718	43
1341	3960	54
608	31	40
720	15	40
1447	36	40
1312	174	56
1289	1303	43
1537	1145	53
861	1237	49
941	159	54
1228	327	44
1210	1237	39
1823	435	43
1987	180	40
351	468	41
684	1457	42
4006	31	40
1879	15	40
866	333	49
538	31	40
63	64	49
496	36	40
1759	74	40
84	6	40
1737	128	40
581	128	40
1752	128	40
1477	72	40
63	36	40
1300	755	49
1156	1456	46
1908	959	41
440	106	54
880	72	40
1326	1382	46
57	796	50
1575	499	44
1395	1205	39
1535	580	44
486	309	44
246	36	40
782	1358	43
1247	152	44
675	15	40
229	179	48
274	72	40
1491	365	43
689	198	56
1854	3949	54
542	432	42
670	8	40
46	1174	54
452	6	40
747	3963	48
1262	180	40
1435	4004	52
95	85	47
869	882	48
3974	31	40
936	85	47
543	588	41
2004	15	40
881	1167	39
341	31	40
211	463	44
761	36	40
430	725	52
1115	4014	41
734	1427	49
350	3958	44
612	1723	53
977	31	40
1213	4006	41
1355	167	49
142	6	40
76	472	42
1753	434	49
186	3	42
110	6	40
850	134	40
304	1972	43
1314	6	40
1545	85	47
514	85	47
1027	85	47
1348	3970	44
767	1370	53
809	810	56
960	85	47
302	825	49
158	85	47
450	36	40
167	180	40
1128	24	52
929	180	40
1652	188	52
1253	31	40
1665	1638	49
1121	1510	50
2	219	51
580	781	51
1590	72	40
1494	8	40
16	17	54
1754	6	40
309	1286	42
435	36	40
1682	180	40
518	1006	49
1492	72	40
1219	1155	50
272	31	40
1455	3986	54
1433	1332	45
188	31	40
677	1345	46
3966	432	42
1594	72	40
337	3990	44
1313	180	40
704	1628	46
1152	72	40
299	36	40
1062	1063	53
1017	1253	41
98	99	53
484	180	40
1781	6	40
1190	36	40
49	3992	48
1313	982	53
3992	31	40
1979	180	40
1462	759	41
987	72	40
1216	336	49
137	31	40
871	4011	54
290	1994	45
126	352	54
258	259	49
1420	6	40
557	61	44
1901	72	40
1948	38	40
493	1013	49
654	655	50
233	8	40
855	38	40
598	180	40
607	1410	50
594	31	40
1263	1728	49
1846	85	47
1583	36	40
620	40	44
551	432	42
3993	1259	42
909	910	43
56	1147	39
507	31	40
1444	3991	54
287	1989	42
1311	6	40
1781	85	47
954	688	54
1263	36	40
513	36	40
730	287	41
1819	36	40
1460	460	50
1585	1765	43
209	180	40
1619	180	40
994	180	40
1804	1333	39
1640	93	41
298	8	40
1600	1144	44
1342	38	40
724	277	44
1441	180	40
1244	1245	53
1159	6	40
410	710	46
1743	3954	41
1266	6	40
311	6	40
668	1937	51
191	36	40
1135	180	40
982	8	40
535	36	40
1370	8	40
482	180	40
1830	128	40
687	1619	39
507	613	42
1081	325	54
420	6	40
735	307	41
494	432	42
1793	15	40
1572	2	54
709	126	46
822	6	40
1821	8	40
585	927	43
1654	36	40
33	72	40
1245	1544	46
502	288	54
1411	1169	53
1745	1144	41
1592	1473	49
1485	767	49
1194	3998	52
1870	184	44
337	338	53
1916	180	40
1464	1150	49
1897	128	40
53	1278	50
1143	15	40
295	186	44
325	219	51
435	4008	52
1308	38	40
1682	766	44
1483	488	52
1301	72	40
402	403	53
1250	36	40
573	85	47
955	134	40
3986	1749	51
35	811	52
922	180	40
153	72	40
796	128	40
791	1706	42
1126	180	40
1524	1071	46
953	31	40
1129	24	44
69	3971	54
3995	31	40
1747	180	40
1471	6	40
1291	1969	46
1482	180	40
687	688	48
1460	31	40
1142	180	40
607	31	40
640	1441	49
1743	6	40
3994	31	40
77	652	52
1174	919	50
1258	582	43
500	155	48
1889	1890	56
1421	637	44
1343	180	40
611	1476	53
1861	68	54
1418	15	40
559	72	40
1467	180	40
1962	85	47
183	1722	43
1530	72	40
3976	31	40
601	744	53
530	6	40
3983	1020	50
1669	72	40
1723	576	46
1162	1619	49
1491	950	41
405	3953	44
556	1148	39
1443	1444	46
222	969	46
465	180	40
1417	72	40
738	180	40
14	15	40
285	1322	53
1593	128	40
1055	923	54
1338	3983	52
567	180	40
651	3962	44
397	356	41
1703	3982	48
668	1286	42
769	3982	44
1664	698	52
1267	594	54
133	1541	57
3989	138	51
728	36	40
771	3954	54
1282	128	40
991	467	54
1159	840	43
814	815	39
1515	128	40
1140	15	40
1357	8	40
1064	36	40
1221	72	40
1777	21	48
1623	38	40
406	456	53
516	31	40
1816	128	40
1768	72	40
1547	15	40
413	8	40
997	36	40
68	31	40
1871	38	40
1618	8	40
1302	352	44
1420	4015	41
1110	525	48
1017	85	47
3993	1744	51
402	180	40
1043	15	40
227	36	40
812	128	40
1267	15	40
988	31	40
1424	1158	45
2002	255	40
1220	652	44
483	882	52
760	584	48
1462	1394	43
904	72	40
1459	128	40
234	572	39
1346	763	43
2006	38	40
900	31	40
1739	128	40
1817	630	41
1555	27	52
1034	1035	46
280	40	41
1991	38	40
1625	180	40
712	947	52
857	1013	39
1815	3990	52
955	88	57
1760	179	41
1058	1075	39
1883	8	40
871	15	40
267	36	40
685	36	40
143	295	49
118	72	40
1101	1129	39
647	139	41
377	378	39
1222	85	47
1662	180	40
816	128	40
317	643	48
1543	75	43
1605	36	40
1312	128	40
52	15	40
1843	214	39
1040	1002	44
699	128	40
291	31	40
760	72	40
1007	798	52
441	36	40
1598	128	40
1169	1170	46
696	746	52
1085	15	40
697	8	40
339	72	40
1248	1827	43
486	487	45
252	141	52
1763	8	40
1875	128	40
1363	38	40
1442	432	42
1538	128	40
1585	6	40
13	1738	50
1462	6	40
955	87	39
1808	134	40
1479	72	40
477	138	51
1922	977	48
448	85	47
876	502	46
2056	38	40
281	6	40
702	1697	50
418	8	40
1722	240	49
1556	931	54
1039	72	40
1629	259	39
1177	428	54
1303	36	40
978	3946	54
1336	72	40
1095	170	44
1107	900	54
3947	1069	50
29	1992	39
1803	8	40
1505	85	47
57	31	40
3981	1606	50
1528	1529	39
1687	4009	54
336	1494	53
1299	323	49
435	436	49
3997	816	50
1717	128	40
688	31	40
1125	21	41
755	953	44
1092	3958	48
938	453	44
66	989	46
1475	1318	41
1912	3980	44
707	47	44
1049	862	39
1724	580	54
939	1076	52
845	180	40
1445	4012	54
1638	3963	44
1561	180	40
276	6	40
867	1665	43
1546	1741	49
1052	1053	53
1844	477	54
1118	1732	49
514	1485	43
458	6	40
332	180	40
55	8	40
711	712	43
1382	15	40
1006	4003	44
1629	72	40
1641	895	39
1567	341	52
1893	4002	41
836	4015	48
9	85	47
1465	74	40
992	1984	46
1667	15	40
745	6	40
1030	15	40
1100	31	40
909	6	40
232	233	53
1574	3980	41
506	6	40
157	1693	39
44	1526	53
380	238	52
562	28	39
1106	1225	49
1972	36	40
43	44	39
7	1614	46
791	31	40
3984	31	40
1715	1029	46
1792	8	40
2011	15	40
1576	3997	52
811	812	50
1198	1250	43
1959	1016	54
287	127	50
1968	3978	48
1147	1931	53
616	725	48
106	31	40
1741	3959	44
1714	287	54
1675	759	44
1571	6	40
4014	689	50
977	1439	50
1167	180	40
722	53	44
4005	31	40
1029	790	54
754	8	40
590	15	40
1397	6	40
726	1976	43
578	986	42
745	696	43
1405	72	40
1689	8	40
1661	668	48
4008	31	40
1759	1104	55
33	34	48
1295	672	39
1486	1160	46
1338	36	40
1679	1182	39
1487	85	47
1214	15	40
634	15	40
798	219	51
1009	85	47
627	1522	53
266	85	47
1211	1305	50
670	1497	46
1352	428	48
1492	702	48
367	180	40
897	1442	44
3966	1557	50
585	85	47
1929	128	40
1810	1072	49
1451	139	54
1391	15	40
1283	285	39
1389	8	40
183	241	41
3998	986	42
1667	702	54
991	15	40
725	1209	42
940	1114	55
930	85	47
270	31	40
1274	1302	49
1754	3967	41
266	267	43
89	791	54
1051	85	47
453	526	50
1769	15	40
1255	1376	52
1229	1774	46
1219	31	40
841	1007	43
1265	15	40
996	3954	52
294	72	40
538	432	42
1864	959	52
481	72	40
666	1939	43
177	17	41
3988	1259	42
195	85	47
987	3961	48
1799	11	43
834	835	53
1406	72	40
207	180	40
609	325	48
2017	235	49
673	1576	43
733	85	47
23	6	40
742	3951	54
853	85	47
1795	988	52
839	862	49
410	8	40
1188	1356	49
245	246	43
1805	36	40
367	1639	53
1317	1728	39
348	1761	50
540	86	41
650	1072	39
524	992	53
1439	128	40
1252	8	40
1860	961	52
146	738	49
419	36	40
3956	31	40
467	3	42
1266	228	41
1285	128	40
1159	4010	41
273	180	40
1095	180	40
1569	3979	41
1791	6	40
1915	875	43
913	350	49
130	8	40
1993	15	40
1893	1666	43
1647	36	40
1092	72	40
1810	36	40
815	17	44
1337	1107	46
45	8	40
1316	291	41
1963	8	40
1359	180	40
1633	74	40
1394	1675	49
1846	3993	41
1233	240	39
563	255	40
620	1523	53
787	128	40
115	1141	43
521	85	47
9	507	41
3947	31	40
364	6	40
277	785	50
65	1024	44
542	31	40
1013	180	40
1299	36	40
1192	15	40
526	128	40
266	6	40
1934	72	40
3953	1840	50
1047	4012	52
1200	36	40
1893	6	40
665	106	48
56	72	40
1820	85	47
1130	180	40
468	31	40
1089	3999	41
592	707	49
1211	308	42
797	6	40
24	1937	51
1817	6	40
1470	15	40
852	15	40
1325	1024	48
1703	72	40
1610	8	40
1264	180	40
2014	12	39
1729	74	40
663	31	40
1178	2	48
1116	4014	52
124	8	40
1640	6	40
789	6	40
1325	65	39
1836	1595	39
3965	1668	50
423	424	46
153	154	39
2000	6	40
3979	31	40
429	232	39
541	1566	50
698	868	42
1969	15	40
1916	955	45
1045	180	40
239	1432	51
1428	36	40
964	208	43
131	132	48
375	3977	48
1454	858	43
467	1366	42
4012	1173	50
601	180	40
1635	1734	46
1164	8	40
1551	85	47
1611	383	54
1099	8	40
312	180	40
368	1259	42
1727	1100	52
1224	868	42
1361	1957	43
1383	1384	46
1613	1886	39
93	31	40
2000	417	41
213	868	42
515	516	41
583	885	43
547	31	40
1867	15	40
266	80	41
1166	15	40
1971	128	40
771	15	40
380	36	40
680	681	46
927	36	40
1798	36	40
1873	1441	39
734	36	40
598	746	44
1755	1214	46
1837	36	40
278	1747	49
149	1098	52
932	85	47
1379	900	52
278	307	52
832	1296	46
1545	3959	41
1258	85	47
857	148	48
1277	36	40
1718	1886	49
1319	8	40
1402	368	54
1216	547	52
1000	128	40
2033	15	40
474	3964	41
4003	432	42
1237	1103	45
383	570	42
1409	10	44
1307	174	56
1705	180	40
1190	4007	52
566	15	40
1631	832	53
734	4001	52
882	570	42
109	255	40
320	36	40
379	313	41
1668	128	40
1664	36	40
1527	57	41
2028	38	40
1176	6	40
573	6	40
1039	621	39
1012	180	40
923	31	40
374	31	40
1491	6	40
1038	1493	49
190	191	43
952	15	40
1844	15	40
1053	636	46
635	1918	39
714	3997	48
723	1618	53
1801	36	40
1576	36	40
2004	953	54
239	166	42
88	4011	54
3973	31	40
1288	15	40
94	8	40
81	684	44
928	929	39
547	1193	42
768	1340	53
1812	38	40
908	19	54
3966	31	40
206	76	48
1493	702	44
142	186	41
888	72	40
1391	374	54
1961	15	40
1359	389	44
1584	180	40
1196	72	40
1958	36	40
1869	321	53
1496	36	40
1836	3951	48
1708	15	40
535	536	52
1089	6	40
718	6	40
969	15	40
731	180	40
809	128	40
1345	531	54
1324	72	40
197	128	40
1641	287	48
1227	15	40
937	128	40
555	36	40
894	128	40
126	15	40
343	1043	46
1407	804	43
530	85	47
1892	594	54
3978	1306	50
1942	15	40
277	31	40
1498	535	43
1495	547	54
407	1144	52
223	6	40
1833	8	40
733	4001	41
564	308	42
1481	3960	41
1167	3946	44
1379	392	49
1658	180	40
541	31	40
691	1227	46
162	163	53
1153	486	39
1791	1681	43
233	1775	46
609	690	39
482	13	44
1012	39	53
1128	1129	49
1307	128	40
420	1423	43
485	3966	48
1967	1912	49
1601	180	40
1694	1876	39
842	30	48
381	238	44
379	6	40
576	541	54
1335	8	40
867	3963	41
404	405	49
961	1889	50
195	196	41
836	1372	39
1692	3967	52
1746	876	53
1202	477	41
392	900	44
3958	581	50
4003	1831	50
1974	806	52
1073	8	40
212	213	54
145	15	40
724	1672	53
1746	180	40
815	180	40
1371	15	40
475	3964	52
590	3994	54
379	478	43
1093	1080	54
388	180	40
1885	38	40
157	3998	48
1855	72	40
1103	134	40
1253	1897	50
95	1224	41
884	8	40
1084	844	43
885	327	52
1643	72	40
1438	8	40
1332	828	39
1128	36	40
5	6	40
4006	986	42
2033	608	54
359	36	40
362	3968	44
1745	85	47
3961	31	40
497	327	48
925	513	43
1574	85	47
4005	887	50
81	82	53
1659	6	40
1377	8	40
96	1367	39
688	593	50
635	1174	48
1615	283	43
938	180	40
284	272	44
503	1744	51
2039	38	40
1903	15	40
80	570	42
1171	3987	48
878	856	39
1907	2011	46
684	1751	50
2003	38	40
1970	128	40
960	1860	43
1575	180	40
1402	15	40
814	72	40
895	750	53
2029	36	40
1051	6	40
239	1778	50
2001	578	44
476	128	40
495	209	39
1722	36	40
858	389	52
1973	977	41
1732	306	53
729	2001	49
343	8	40
778	6	40
1202	85	47
968	15	40
1838	225	41
374	1597	50
906	232	49
3998	1688	50
304	607	41
1168	3961	54
1387	324	48
218	570	42
3967	1000	50
4015	1437	50
1526	8	40
4004	31	40
67	68	48
1954	180	40
4007	31	40
1144	1307	50
168	8	40
452	1087	43
557	180	40
1599	10	48
170	868	42
1381	146	43
283	36	40
1609	38	40
1483	1134	49
400	93	48
105	6	40
1093	255	40
838	85	47
1552	85	47
599	8	40
96	3971	48
1968	1732	39
463	934	42
1595	3951	44
63	239	52
3987	31	40
1368	4011	48
1219	570	42
1016	31	40
1516	1442	54
1316	6	40
1494	1495	46
1567	36	40
270	1953	50
1601	988	44
577	253	41
1896	38	40
778	85	47
1230	1635	53
586	386	41
3972	432	42
1316	85	47
675	676	54
825	826	53
3992	78	50
352	31	40
1934	551	48
1351	85	47
1626	1945	46
404	3953	52
622	36	40
1645	525	52
1792	1724	46
1877	6	40
637	3	42
409	180	40
1116	845	49
329	116	44
684	432	42
445	72	40
636	15	40
1191	128	40
141	372	50
190	279	41
1440	4015	52
214	870	53
1845	72	40
539	1808	45
847	459	41
154	228	44
506	1782	43
875	753	49
177	6	40
849	3966	41
131	72	40
223	643	41
1877	85	47
661	72	40
1548	220	41
3956	1917	50
1091	1742	54
719	3947	48
1243	3984	54
501	578	48
484	1921	53
427	128	40
944	74	40
190	85	47
749	149	43
1711	430	43
16	15	40
995	956	41
877	3972	48
1046	72	40
1478	8	40
632	3951	52
483	36	40
1673	15	40
3949	1195	50
3998	31	40
1591	1211	41
873	6	40
1666	606	49
374	613	42
849	625	43
1103	1104	57
631	632	43
1561	291	44
116	2038	42
695	174	56
1514	261	54
703	175	49
1290	1291	53
1463	6	40
925	85	47
40	31	40
1031	1550	43
1137	15	40
989	15	40
1443	8	40
1846	1131	43
895	287	44
164	38	40
806	1596	50
1280	882	54
1260	6	40
218	31	40
1183	753	39
1084	348	41
436	180	40
1120	1290	39
1200	791	52
1401	85	47
841	6	40
1293	8	40
263	128	40
1750	1062	49
708	74	40
985	36	40
185	1371	46
1413	1956	46
1361	85	47
1302	180	40
1927	38	40
377	3969	48
3960	1515	50
3963	31	40
1736	61	48
1215	431	46
889	72	40
1973	6	40
1456	21	54
856	180	40
202	72	40
246	1367	49
258	36	40
916	1561	49
790	1235	51
1556	15	40
1820	652	41
1244	180	40
1407	777	41
1881	38	40
1955	128	40
364	467	41
554	8	40
1596	128	40
573	3989	41
441	895	49
1447	3965	52
1175	1290	49
4006	1622	50
1413	8	40
900	1910	50
950	613	42
1013	1852	53
956	859	50
339	386	48
1423	3991	52
60	557	49
807	8	40
1332	134	40
1077	72	40
803	180	40
437	945	50
1642	38	40
203	204	46
1852	720	46
2014	72	40
883	1588	39
346	255	40
2001	180	40
28	180	40
774	72	40
659	72	40
1519	1520	46
1427	180	40
312	313	44
1171	864	39
3991	2050	42
1066	1067	46
806	31	40
597	8	40
775	1126	49
1962	6	40
145	4000	54
1064	220	52
600	3999	52
193	3981	54
1017	6	40
1804	72	40
1018	428	52
862	369	44
1579	3964	44
1442	31	40
4010	1752	50
1022	128	40
1321	8	40
53	31	40
407	1600	49
556	3985	48
1166	4002	54
666	6	40
1146	698	54
4014	31	40
389	390	50
216	1542	43
588	784	50
882	1234	50
1378	4003	54
45	46	46
1766	970	39
442	8	40
1141	1682	49
127	128	40
1002	31	40
1446	1592	43
927	1348	49
3995	1970	50
278	36	40
115	85	47
428	934	42
2043	38	40
750	1714	46
518	4003	52
1158	134	40
140	1883	53
82	8	40
582	411	52
783	15	40
1823	85	47
1409	1907	53
578	31	40
1624	6	40
205	72	40
1452	15	40
814	17	48
1084	6	40
1825	1564	46
396	273	49
83	72	40
52	53	54
960	6	40
1841	38	40
1931	8	40
289	386	52
2009	1219	54
568	89	46
1115	1116	43
1766	961	48
300	72	40
1387	72	40
490	592	43
1824	8	40
1423	1130	49
624	72	40
782	6	40
651	180	40
1399	159	52
1660	988	41
225	31	40
1222	3978	41
729	36	40
1369	15	40
1947	282	52
133	134	40
914	72	40
1719	1139	39
786	15	40
58	59	48
902	8	40
750	8	40
1559	277	48
902	1986	46
1491	85	47
661	768	39
1070	72	40
1677	6	40
794	15	40
1800	72	40
250	437	48
1203	36	40
1052	180	40
1994	134	40
1953	128	40
43	72	40
1637	455	43
1795	36	40
451	356	44
1298	837	39
515	6	40
98	417	44
1935	811	48
383	31	40
125	128	40
1199	6	40
1074	36	40
1916	4011	44
1552	1583	43
1993	963	54
799	965	43
1969	1121	54
1237	1511	53
216	3985	41
624	1433	39
1866	85	47
3969	31	40
797	85	47
256	72	40
1862	746	54
324	31	40
1005	4003	48
1301	352	48
450	356	52
1652	901	49
829	64	39
780	85	47
429	72	40
568	8	40
1564	15	40
317	72	40
847	85	47
113	180	40
2015	38	40
1696	8	40
1213	6	40
1590	272	48
268	6	40
909	3975	41
232	180	40
1205	94	53
759	1259	42
167	168	53
3992	868	42
879	65	49
1876	180	40
696	598	49
905	85	47
99	8	40
3975	31	40
905	1016	41
1587	15	40
730	85	47
662	6	40
433	270	54
1454	85	47
799	6	40
1981	128	40
1240	1241	39
1644	1100	41
898	899	49
1264	1224	44
1027	6	40
1611	15	40
1224	31	40
1386	106	52
322	630	54
1205	536	44
3949	1209	42
1003	129	52
874	6	40
1856	1319	53
729	578	52
275	931	44
604	1098	54
3968	31	40
1025	8	40
351	638	43
935	15	40
202	467	48
1310	128	40
874	1255	43
544	588	52
610	611	39
601	3983	44
1895	1140	46
3971	1122	50
1217	85	47
516	1941	42
1683	607	54
340	6	40
152	1949	50
421	539	39
730	441	43
649	36	40
1350	38	40
1721	36	40
1863	128	40
567	791	44
3990	31	40
757	174	56
1419	1138	43
319	6	40
1008	85	47
1772	36	40
3978	415	51
1042	36	40
1404	8	40
1614	15	40
1454	389	41
877	738	39
1361	6	40
1589	255	40
1914	38	40
1527	1154	43
185	8	40
3999	31	40
249	4004	48
424	947	54
1078	6	40
1192	93	54
1947	762	49
588	31	40
2046	38	40
1868	4012	48
1972	54	49
1138	68	52
627	180	40
275	480	53
1911	953	41
725	613	42
995	85	47
136	85	47
758	1516	46
384	627	49
1037	8	40
1214	116	54
2031	38	40
253	31	40
1248	3995	41
428	415	51
785	128	40
1795	1601	49
21	1980	42
1090	6	40
152	1508	51
1150	180	40
1547	459	54
1183	3957	48
1123	8	40
582	123	49
886	8	40
988	1757	50
1647	537	49
494	31	40
58	72	40
1127	1327	46
1573	16	46
669	1274	43
936	1647	43
1038	36	40
1502	180	40
155	1432	51
1711	725	41
297	3965	48
1448	3983	41
827	38	40
1781	676	41
683	1880	46
121	405	39
1408	38	40
307	31	40
478	36	40
1504	1684	39
1024	31	40
141	31	40
571	3976	52
1271	1653	55
765	766	48
1416	15	40
477	3	42
1422	128	40
554	941	46
1657	1658	49
1077	922	39
1656	15	40
828	74	40
1445	15	40
64	239	44
280	85	47
1149	8	40
714	1565	39
1952	85	47
1466	3967	44
1009	3968	41
1436	8	40
1784	38	40
944	920	55
1603	128	40
360	1645	43
1857	128	40
1860	36	40
434	180	40
1522	8	40
1597	128	40
459	308	42
2	3	42
950	1999	50
1097	367	39
1405	389	48
1805	213	52
1482	1279	53
1763	1879	46
1735	128	40
535	1205	49
940	74	40
914	1466	39
2048	38	40
896	897	39
464	36	40
1020	128	40
1856	3995	44
377	72	40
1110	72	40
1229	8	40
220	1459	50
425	128	40
1631	180	40
1755	8	40
1666	36	40
195	1106	43
1675	180	40
1072	180	40
730	6	40
11	36	40
1672	1793	46
1268	80	54
853	1798	43
1489	15	40
599	1862	46
655	128	40
1702	128	40
250	251	39
1882	72	40
221	4007	44
551	1770	42
833	72	40
1113	15	40
245	3971	41
544	36	40
1754	85	47
1351	608	41
854	731	39
4015	31	40
746	1521	50
1183	72	40
1466	180	40
1355	36	40
1572	15	40
630	1966	51
815	1794	45
351	85	47
875	3957	52
682	36	40
1178	72	40
306	215	46
1570	128	40
3949	31	40
1866	6	40
404	36	40
1498	85	47
1155	128	40
372	128	40
1204	36	40
335	547	48
368	892	50
1797	128	40
927	3970	52
587	1603	50
454	6	40
93	1835	51
1365	406	49
1901	3993	48
512	36	40
1199	85	47
1677	210	43
18	72	40
808	1192	46
828	443	55
1595	180	40
1849	107	44
307	1835	51
121	72	40
300	608	48
1039	654	48
349	385	54
630	31	40
1212	85	47
499	197	50
169	6	40
1607	901	39
537	538	44
1612	38	40
1846	6	40
580	166	42
495	503	48
1638	180	40
1513	8	40
1870	180	40
3963	166	42
1949	128	40
1853	8	40
1425	1547	46
1210	72	40
1143	3962	54
1197	6	40
1236	3983	48
1376	31	40
1809	6	40
691	8	40
933	38	40
1886	180	40
